V_flux,V_flux_err,V_mag,V_mag_err,I_flux,I_flux_err,I_mag,I_mag_err,V_minus_I,color_err,X_pos,Y_pos,Main_Sequence
105126.6347,1822.5081,13.4496,0.0188,35988.4304,602.2565,13.3081,0.0182,0.1415,0.0262,2527.3937,4821.7170,False
43299.4241,856.4271,14.4127,0.0215,17527.0449,448.2370,14.0892,0.0278,0.3235,0.0351,1797.8635,2252.4745,False
28952.6014,351.0007,14.8497,0.0132,15121.3828,286.3707,14.2495,0.0206,0.6002,0.0244,3134.3016,3263.2930,False
17768.5024,497.1834,15.3798,0.0304,13231.6912,306.0310,14.3945,0.0251,0.9853,0.0394,4307.5056,2090.7535,False
17723.1385,473.9300,15.3825,0.0290,10667.5921,293.7851,14.6283,0.0299,0.7542,0.0417,3310.8357,1263.8144,False
17089.8800,504.0912,15.4221,0.0320,8462.4357,289.5504,14.8798,0.0371,0.5423,0.0490,4745.7858,4477.8576,False
16988.6262,595.6461,15.4285,0.0381,14068.8573,413.8757,14.3279,0.0319,1.1007,0.0497,3698.0413,5136.0108,False
15495.3396,566.8933,15.5284,0.0397,15524.0770,353.6752,14.2210,0.0247,1.3074,0.0468,5305.0788,5109.2211,False
14096.1485,438.6387,15.6311,0.0338,11260.5692,300.6827,14.5696,0.0290,1.0615,0.0445,363.4649,2986.7976,False
12471.6321,428.5046,15.7641,0.0373,595.7487,80.5801,17.7608,0.1469,-1.9968,0.1515,4581.6925,5161.2016,False
12180.9508,405.2789,15.7897,0.0361,11250.3952,261.3008,14.5706,0.0252,1.2191,0.0441,3342.2711,2192.5749,False
12079.9427,372.2489,15.7987,0.0335,10953.8738,255.4306,14.5996,0.0253,1.1992,0.0420,857.0981,910.0486,False
11465.5103,401.1665,15.8554,0.0380,17892.5696,261.8021,14.0668,0.0159,1.7886,0.0412,3089.4241,1669.4552,False
11388.0851,275.3587,15.8628,0.0263,632.8897,82.3595,17.6952,0.1413,-1.8324,0.1437,5106.3016,5279.4324,False
10941.2161,202.5543,15.9062,0.0201,644.8030,77.4088,17.6749,0.1303,-1.7687,0.1319,1777.4468,5160.1056,False
10503.4781,204.3574,15.9506,0.0211,641.0831,72.1791,17.6812,0.1222,-1.7306,0.1241,3288.3196,4384.3254,False
10180.8612,218.8312,15.9844,0.0233,653.9702,64.8828,17.6596,0.1077,-1.6752,0.1102,3977.2392,2810.3375,False
9764.5188,225.3661,16.0298,0.0251,680.0543,63.1221,17.6171,0.1008,-1.5874,0.1038,4754.7519,2190.2782,False
9510.0025,216.6340,16.0584,0.0247,608.4358,77.6192,17.7380,0.1385,-1.6795,0.1407,662.9731,3582.3638,False
9455.2718,153.5897,16.0647,0.0176,672.4110,62.9823,17.6294,0.1017,-1.5647,0.1032,5098.4609,2686.6016,False
9384.6060,129.2399,16.0729,0.0150,573.2339,64.9365,17.8027,0.1230,-1.7298,0.1239,2573.4633,4005.1853,False
9192.5703,304.0338,16.0953,0.0359,736.0169,86.7943,17.5313,0.1280,-1.4360,0.1330,2802.5333,526.0219,False
9036.7171,117.7212,16.1139,0.0141,615.2163,54.7427,17.7259,0.0966,-1.6121,0.0976,3194.8072,4052.5794,False
9001.2577,117.5113,16.1181,0.0142,646.0268,63.6680,17.6729,0.1070,-1.5547,0.1079,1483.5610,4666.2418,False
8518.6830,149.1248,16.1780,0.0190,671.1007,74.4467,17.6315,0.1204,-1.4536,0.1219,2912.6952,1979.1633,False
8494.5946,416.5286,16.1810,0.0532,13788.9509,384.7561,14.3497,0.0303,1.8314,0.0613,1717.2750,3241.9958,False
1474.9900,57.1122,18.0819,0.0420,699.0117,42.4046,17.5873,0.0659,0.4946,0.0781,4900.0000,5331.0000,False
1466.3715,44.5549,18.0883,0.0330,692.4379,43.4946,17.5975,0.0682,0.4907,0.0758,2222.0000,5200.0000,False
1438.8341,24.2539,18.1089,0.0183,667.1123,20.1006,17.6380,0.0327,0.4709,0.0375,4742.0000,1720.0000,False
1406.6031,22.7626,18.1335,0.0176,670.4352,22.0046,17.6326,0.0356,0.5009,0.0397,3617.0000,5258.0000,False
1390.7013,26.4348,18.1458,0.0206,653.0410,22.9452,17.6611,0.0381,0.4847,0.0434,5368.0000,2672.0000,False
1381.4273,21.4389,18.1531,0.0168,617.7566,8.0086,17.7215,0.0141,0.4316,0.0220,3599.0000,4841.0000,False
1375.9789,18.4916,18.1574,0.0146,653.3245,19.3018,17.6607,0.0321,0.4967,0.0352,4393.0000,3149.0000,False
1375.7807,23.5806,18.1575,0.0186,648.7125,19.2155,17.6684,0.0322,0.4892,0.0372,5329.0000,1991.0000,False
1371.6854,64.8716,18.1608,0.0513,642.6614,38.3570,17.6785,0.0648,0.4822,0.0827,4770.0000,4398.0000,False
1371.3643,24.8378,18.1610,0.0197,663.3758,22.6424,17.6441,0.0371,0.5169,0.0420,4957.0000,5097.0000,False
1363.7798,16.3847,18.1670,0.0130,625.1433,4.5718,17.7086,0.0079,0.4585,0.0153,3515.0000,5198.0000,False
1358.7684,17.0607,18.1710,0.0136,665.4024,13.3094,17.6408,0.0217,0.5302,0.0256,5041.0000,4655.0000,False
1358.3723,38.4671,18.1714,0.0307,631.9775,34.8540,17.6967,0.0599,0.4746,0.0673,3220.0000,4648.0000,False
1351.3134,16.3391,18.1770,0.0131,628.7921,16.1838,17.7022,0.0279,0.4748,0.0309,5253.0000,4452.0000,False
1350.2605,27.5211,18.1779,0.0221,662.2541,26.1280,17.6459,0.0428,0.5319,0.0482,4467.0000,4927.0000,False
1331.3333,24.0237,18.1932,0.0196,646.5229,15.7173,17.6720,0.0264,0.5211,0.0329,4871.0000,4896.0000,False
1313.4321,15.7758,18.2079,0.0130,613.6171,4.4956,17.7288,0.0080,0.4791,0.0153,4576.0000,4795.0000,False
1295.2027,15.5862,18.2231,0.0131,675.9009,7.4286,17.6238,0.0119,0.5993,0.0177,2748.0000,5201.0000,False
1294.6748,21.6618,18.2235,0.0182,596.5638,16.7672,17.7594,0.0305,0.4641,0.0355,4987.0000,4045.0000,False
1290.4753,15.5483,18.2270,0.0131,654.7496,4.7931,17.6583,0.0079,0.5687,0.0153,1813.0000,5249.0000,False
1275.2443,16.1328,18.2399,0.0137,653.3057,10.7489,17.6607,0.0179,0.5792,0.0225,5022.0000,2998.0000,False
1250.3685,15.0912,18.2613,0.0131,654.5719,6.3680,17.6586,0.0106,0.6027,0.0168,1854.0000,4906.0000,False
1248.8449,15.2455,18.2626,0.0133,650.4679,6.9617,17.6654,0.0116,0.5972,0.0176,4873.0000,3159.0000,False
1247.4302,15.0567,18.2639,0.0131,660.2468,8.2719,17.6492,0.0136,0.6146,0.0189,4386.0000,4966.0000,False
1243.4848,14.9705,18.2673,0.0131,628.1770,4.6543,17.7033,0.0080,0.5640,0.0153,4952.0000,4830.0000,False
1235.0259,14.8706,18.2747,0.0131,632.7487,8.4192,17.6954,0.0144,0.5793,0.0195,5233.0000,3970.0000,False
1234.2701,14.8891,18.2754,0.0131,656.6287,8.9462,17.6552,0.0148,0.6202,0.0198,4922.0000,5055.0000,False
1227.1569,14.7896,18.2816,0.0131,618.8753,9.3215,17.7195,0.0164,0.5622,0.0209,4553.0000,4757.0000,False
1226.8608,14.7890,18.2819,0.0131,613.1731,4.8080,17.7295,0.0085,0.5524,0.0156,4027.0000,4703.0000,False
1219.8222,14.6749,18.2882,0.0131,583.8654,4.4473,17.7827,0.0083,0.5054,0.0155,2135.0000,5105.0000,False
1216.2782,14.6405,18.2913,0.0131,588.7804,4.3267,17.7736,0.0080,0.5177,0.0153,2388.0000,5123.0000,False
1215.2184,14.6490,18.2923,0.0131,592.2601,4.4267,17.7672,0.0081,0.5250,0.0154,5327.0000,4278.0000,False
1183.3752,14.2293,18.3211,0.0131,652.9157,4.7033,17.6614,0.0078,0.6597,0.0152,3005.0000,5202.0000,False
1181.6351,26.2197,18.3227,0.0241,671.0637,18.6007,17.6316,0.0301,0.6911,0.0386,3168.0000,4312.0000,False
1178.8175,14.1711,18.3253,0.0131,636.9032,4.8634,17.6883,0.0083,0.6370,0.0155,2005.0000,5144.0000,False
1170.8304,14.0509,18.3327,0.0130,575.0674,4.1806,17.7992,0.0079,0.5335,0.0152,3373.0000,5012.0000,False
1160.0769,17.1474,18.3427,0.0160,646.3597,8.6836,17.6723,0.0146,0.6704,0.0217,4771.0000,2460.0000,False
1159.8670,31.4016,18.3429,0.0294,672.8678,11.8713,17.6287,0.0192,0.7142,0.0351,2113.0000,4208.0000,False
1156.1400,13.9228,18.3464,0.0131,598.8237,4.3842,17.7553,0.0079,0.5911,0.0153,3383.0000,4743.0000,False
1146.2559,13.8059,18.3557,0.0131,560.7270,4.1157,17.8266,0.0080,0.5291,0.0153,4875.0000,2105.0000,False
1145.7732,13.7446,18.3562,0.0130,588.6136,4.2657,17.7739,0.0079,0.5822,0.0152,4765.0000,5508.0000,False
1142.0813,13.8295,18.3597,0.0131,580.6406,4.2797,17.7887,0.0080,0.5709,0.0154,4849.0000,1666.0000,False
1127.2250,13.6112,18.3739,0.0131,611.2802,4.7526,17.7329,0.0084,0.6410,0.0156,5164.0000,2268.0000,False
1124.0117,13.5176,18.3770,0.0131,524.9750,3.9093,17.8982,0.0081,0.4788,0.0154,5004.0000,2888.0000,False
1111.9152,13.3729,18.3887,0.0131,579.8267,4.2736,17.7903,0.0080,0.5985,0.0153,4185.0000,4864.0000,False
1109.7906,13.3499,18.3908,0.0131,588.7712,4.3143,17.7736,0.0080,0.6172,0.0153,2349.0000,5046.0000,False
1106.8865,13.3399,18.3936,0.0131,578.9320,4.2400,17.7919,0.0080,0.6017,0.0153,5280.0000,2833.0000,False
1098.8363,13.2084,18.4016,0.0131,579.2705,4.2300,17.7913,0.0079,0.6103,0.0153,5339.0000,4335.0000,False
1089.5100,13.0882,18.4108,0.0130,563.9659,4.1333,17.8204,0.0080,0.5905,0.0153,4688.0000,2976.0000,False
1088.6004,13.0766,18.4117,0.0130,554.0474,3.9895,17.8396,0.0078,0.5721,0.0152,5358.0000,3483.0000,False
1084.9156,13.0378,18.4154,0.0130,578.8358,4.2698,17.7921,0.0080,0.6233,0.0153,4919.0000,4099.0000,False
1080.8581,12.9734,18.4195,0.0130,533.6716,3.9118,17.8803,0.0080,0.5392,0.0153,5047.0000,4945.0000,False
1077.7620,13.0583,18.4226,0.0132,561.9368,4.1565,17.8243,0.0080,0.5983,0.0154,5301.0000,4081.0000,False
1072.9929,12.8752,18.4274,0.0130,554.6117,4.0507,17.8385,0.0079,0.5889,0.0153,2716.0000,5112.0000,False
1072.5029,12.8993,18.4279,0.0131,555.8247,4.0479,17.8362,0.0079,0.5917,0.0153,5259.0000,2748.0000,False
1071.9792,13.3614,18.4284,0.0135,663.8371,6.6287,17.6433,0.0108,0.7851,0.0173,3011.0000,3495.0000,False
1069.9543,12.9556,18.4305,0.0131,552.9687,4.0964,17.8417,0.0080,0.5887,0.0154,5148.0000,3102.0000,False
1064.7393,12.7843,18.4358,0.0130,539.4173,3.9236,17.8687,0.0079,0.5671,0.0152,4579.0000,5069.0000,False
1055.3463,12.6885,18.4454,0.0131,565.3487,4.1608,17.8177,0.0080,0.6277,0.0153,4398.0000,1855.0000,False
1053.9846,12.6527,18.4468,0.0130,563.2669,4.0884,17.8217,0.0079,0.6251,0.0152,3374.0000,5148.0000,False
1052.3787,15.3796,18.4485,0.0159,685.9902,10.7641,17.6077,0.0170,0.8408,0.0233,3222.0000,3055.0000,False
1051.4590,137.8731,18.4494,0.1424,615.2288,80.4357,17.7259,0.1420,0.7235,0.2010,4307.0000,2109.0000,False
1046.5746,12.5678,18.4545,0.0130,530.5383,3.8940,17.8867,0.0080,0.5678,0.0153,4352.0000,3930.0000,False
1045.8898,16.7663,18.4552,0.0174,678.9079,5.3288,17.6190,0.0085,0.8362,0.0194,352.0000,3991.0000,False
1044.3697,12.5712,18.4568,0.0131,551.9586,4.1024,17.8437,0.0081,0.6130,0.0154,4251.0000,2819.0000,False
1043.3106,12.5424,18.4579,0.0131,564.0012,4.0398,17.8203,0.0078,0.6376,0.0152,2331.0000,5238.0000,False
1039.1207,12.9216,18.4622,0.0135,677.9754,11.1714,17.6205,0.0179,0.8418,0.0224,4087.0000,3006.0000,False
1037.9500,12.9239,18.4635,0.0135,622.4799,4.6783,17.7132,0.0082,0.7503,0.0158,3727.0000,4279.0000,False
1034.2727,12.4734,18.4673,0.0131,598.4852,4.3564,17.7559,0.0079,0.7114,0.0153,2862.0000,4179.0000,False
1033.6523,12.4012,18.4680,0.0130,560.7885,4.0022,17.8265,0.0077,0.6415,0.0152,4212.0000,1683.0000,False
1029.1842,12.4665,18.4727,0.0132,660.4318,4.8455,17.6489,0.0080,0.8237,0.0154,2450.0000,2107.0000,False
1028.2372,12.3275,18.4737,0.0130,530.2244,3.8275,17.8874,0.0078,0.5863,0.0152,4992.0000,3503.0000,False
1026.7951,12.3210,18.4752,0.0130,528.0688,3.8686,17.8918,0.0080,0.5834,0.0153,4157.0000,4379.0000,False
1026.5986,57.3089,18.4754,0.0606,719.4631,32.5656,17.5560,0.0491,0.9194,0.0780,909.0000,1851.0000,False
1026.4935,12.3721,18.4755,0.0131,525.6909,3.8457,17.8967,0.0079,0.5788,0.0153,5021.0000,3681.0000,False
1021.0598,12.4714,18.4813,0.0133,639.1759,4.8769,17.6844,0.0083,0.7968,0.0156,2271.0000,3451.0000,False
1019.4766,12.4755,18.4830,0.0133,528.2412,3.8952,17.8914,0.0080,0.5915,0.0155,4640.0000,2617.0000,False
1017.5196,12.3120,18.4850,0.0131,642.0735,4.6513,17.6795,0.0079,0.8055,0.0153,2177.0000,1873.0000,False
1013.0393,12.1845,18.4898,0.0131,523.6904,4.0732,17.9008,0.0084,0.5890,0.0156,4522.0000,1915.0000,False
1012.3321,12.1765,18.4906,0.0131,550.6633,3.9927,17.8463,0.0079,0.6443,0.0152,4262.0000,1595.0000,False
1011.1522,12.3456,18.4919,0.0133,611.0549,4.7671,17.7333,0.0085,0.7586,0.0157,3407.0000,3403.0000,False
1008.4418,12.1032,18.4948,0.0130,531.8869,3.9929,17.8840,0.0082,0.6108,0.0154,1490.0000,4903.0000,False
1006.6848,12.4801,18.4967,0.0135,620.3726,4.8270,17.7169,0.0084,0.7798,0.0159,363.0000,252.0000,False
1002.3641,12.0979,18.5013,0.0131,603.5598,4.4189,17.7467,0.0079,0.7546,0.0153,1443.0000,3884.0000,False
1002.3485,48.2987,18.5014,0.0523,665.6215,24.1229,17.6404,0.0393,0.8609,0.0655,3602.0000,3305.0000,False
1000.7582,12.0717,18.5031,0.0131,577.4475,4.4006,17.7947,0.0083,0.7084,0.0155,2413.0000,2087.0000,False
1000.6817,72.0886,18.5032,0.0782,703.8254,47.6713,17.5798,0.0735,0.9233,0.1074,3158.0000,1945.0000,False
1000.2469,12.0908,18.5036,0.0131,525.2739,3.8084,17.8975,0.0079,0.6061,0.0153,4400.0000,5258.0000,False
992.1147,11.9348,18.5125,0.0131,543.9678,3.9241,17.8596,0.0078,0.6529,0.0152,5178.0000,3995.0000,False
988.2291,43.2396,18.5168,0.0475,688.9025,28.7690,17.6031,0.0453,0.9137,0.0657,2955.0000,2378.0000,False
987.1346,12.5964,18.5180,0.0139,651.2918,5.4083,17.6641,0.0090,0.8539,0.0165,372.0000,4025.0000,False
986.1278,19.7739,18.5191,0.0218,681.1656,14.9529,17.6154,0.0238,0.9037,0.0323,3665.0000,2742.0000,False
986.1256,126.8718,18.5191,0.1397,466.2553,60.1197,18.0269,0.1400,0.4921,0.1978,2530.0000,5117.0000,False
983.1650,12.2714,18.5223,0.0136,638.6576,4.6894,17.6853,0.0080,0.8370,0.0157,1683.0000,2822.0000,False
981.7228,41.5141,18.5239,0.0459,678.0895,37.2044,17.6203,0.0596,0.9036,0.0752,1645.0000,2823.0000,False
978.0384,17.5537,18.5280,0.0195,738.3267,12.7770,17.5279,0.0188,1.0001,0.0271,3568.0000,805.0000,False
966.7320,11.6811,18.5406,0.0131,608.2259,4.3954,17.7383,0.0078,0.8023,0.0153,3857.0000,2117.0000,False
965.4981,113.3825,18.5420,0.1275,653.6566,84.2993,17.6601,0.1400,0.8819,0.1894,3698.0000,5175.0000,False
965.0439,11.5856,18.5425,0.0130,510.9954,3.6531,17.9275,0.0078,0.6151,0.0152,4699.0000,4327.0000,False
964.0563,16.3394,18.5436,0.0184,628.7326,5.7891,17.7023,0.0100,0.8413,0.0209,1879.0000,730.0000,False
960.5036,11.5833,18.5477,0.0131,544.3290,3.9752,17.8588,0.0079,0.6888,0.0153,1983.0000,1701.0000,False
959.2691,11.6248,18.5490,0.0132,573.5776,4.2148,17.8020,0.0080,0.7470,0.0154,3594.0000,2686.0000,False
958.7707,25.5596,18.5496,0.0289,717.1974,9.1757,17.5594,0.0139,0.9902,0.0321,1328.0000,1906.0000,False
956.5105,11.5397,18.5522,0.0131,553.4938,4.0052,17.8407,0.0079,0.7115,0.0153,2999.0000,3601.0000,False
955.6517,80.4705,18.5532,0.0914,628.6976,48.8623,17.7024,0.0844,0.8508,0.1244,2106.0000,3458.0000,False
953.7841,127.3879,18.5553,0.1450,642.5429,75.5236,17.6787,0.1276,0.8765,0.1932,2529.0000,5082.0000,False
953.7167,120.3987,18.5554,0.1371,680.9086,85.9951,17.6158,0.1371,0.9396,0.1939,3698.0000,5096.0000,False
950.3096,120.6987,18.5592,0.1379,600.9211,79.0493,17.7515,0.1428,0.8078,0.1985,3698.0000,5084.0000,False
946.6732,11.3858,18.5634,0.0131,487.9349,3.5770,17.9776,0.0080,0.5858,0.0153,4808.0000,3029.0000,False
946.3950,19.4820,18.5637,0.0224,605.2507,5.0811,17.7437,0.0091,0.8201,0.0241,558.0000,3223.0000,False
945.1017,22.2838,18.5652,0.0256,530.6924,17.3780,17.8864,0.0356,0.6788,0.0438,3447.0000,3527.0000,False
944.8356,58.6838,18.5655,0.0674,639.7627,50.0622,17.6835,0.0850,0.8821,0.1085,1943.0000,3369.0000,False
943.7453,29.1615,18.5668,0.0335,630.3778,18.0055,17.6995,0.0310,0.8673,0.0457,705.0000,3348.0000,False
941.7314,19.0047,18.5691,0.0219,684.8892,23.7662,17.6094,0.0377,0.9596,0.0436,1921.0000,3073.0000,False
941.6305,11.3107,18.5692,0.0130,500.8733,3.6495,17.9492,0.0079,0.6200,0.0153,2143.0000,5280.0000,False
941.3276,11.3645,18.5695,0.0131,556.6255,4.0440,17.8346,0.0079,0.7350,0.0153,3731.0000,3838.0000,False
939.8910,41.3713,18.5712,0.0478,662.7437,28.9098,17.6451,0.0474,0.9261,0.0673,650.0000,3107.0000,False
939.8059,11.4206,18.5713,0.0132,621.3838,4.5855,17.7151,0.0080,0.8562,0.0154,3081.0000,2940.0000,False
937.4178,11.7013,18.5741,0.0136,589.7705,4.2339,17.7718,0.0078,0.8023,0.0156,1380.0000,891.0000,False
937.2763,11.3600,18.5742,0.0132,644.1201,5.0135,17.6761,0.0085,0.8981,0.0156,1948.0000,2089.0000,False
931.2523,11.8611,18.5812,0.0138,652.9838,4.7389,17.6612,0.0079,0.9200,0.0159,2309.0000,950.0000,False
930.8742,11.1807,18.5817,0.0130,510.5110,3.6780,17.9285,0.0078,0.6532,0.0152,4701.0000,5168.0000,False
928.6044,11.1432,18.5843,0.0130,492.2779,3.5536,17.9680,0.0078,0.6163,0.0152,2201.0000,4781.0000,False
927.1680,23.1848,18.5860,0.0271,534.0755,13.9258,17.8795,0.0283,0.7065,0.0392,3248.0000,3611.0000,False
925.4690,12.3869,18.5880,0.0145,598.6704,4.9446,17.7555,0.0090,0.8325,0.0171,4057.0000,3603.0000,False
924.3389,15.8174,18.5893,0.0186,668.0196,4.9497,17.6365,0.0080,0.9528,0.0202,2499.0000,1191.0000,False
920.8869,11.3213,18.5934,0.0133,657.1240,4.9252,17.6544,0.0081,0.9390,0.0156,3967.0000,2031.0000,False
919.9339,11.1755,18.5945,0.0132,547.8715,4.0215,17.8518,0.0080,0.7427,0.0154,3841.0000,3237.0000,False
917.0691,102.2143,18.5979,0.1210,572.5431,71.2608,17.8040,0.1351,0.7939,0.1814,2526.0000,4543.0000,False
916.8757,11.0273,18.5981,0.0131,506.3310,4.9018,17.9374,0.0105,0.6607,0.0168,4518.0000,3734.0000,False
916.0925,11.3116,18.5991,0.0134,530.7837,4.2774,17.8862,0.0087,0.7128,0.0160,2566.0000,4819.0000,False
915.8342,11.1480,18.5994,0.0132,630.9875,4.5772,17.6984,0.0079,0.9009,0.0154,1893.0000,799.0000,False
914.3799,11.0228,18.6011,0.0131,526.9753,3.8931,17.8940,0.0080,0.7071,0.0154,2544.0000,3930.0000,False
913.5352,11.2612,18.6021,0.0134,640.8464,4.6986,17.6816,0.0080,0.9205,0.0156,3510.0000,312.0000,False
913.3557,11.2531,18.6023,0.0134,577.9752,4.4158,17.7937,0.0083,0.8086,0.0157,619.0000,1743.0000,False
911.2906,10.9767,18.6048,0.0131,556.9438,4.0204,17.8340,0.0078,0.7708,0.0152,2912.0000,3290.0000,False
910.6162,11.1194,18.6056,0.0133,645.9140,4.6382,17.6731,0.0078,0.9325,0.0154,3656.0000,1344.0000,False
908.5954,11.1677,18.6080,0.0133,592.6761,5.0887,17.7665,0.0093,0.8415,0.0163,288.0000,1711.0000,False
907.5086,18.1546,18.6093,0.0217,640.6060,4.7105,17.6820,0.0080,0.9273,0.0231,1350.0000,1949.0000,False
906.7318,10.9233,18.6102,0.0131,515.2553,3.7224,17.9184,0.0078,0.6918,0.0153,3106.0000,4172.0000,False
904.2979,11.0980,18.6131,0.0133,621.4892,4.8944,17.7149,0.0086,0.8982,0.0158,2587.0000,3416.0000,False
904.0174,119.5354,18.6135,0.1436,519.5653,70.8918,17.9094,0.1481,0.7041,0.2063,2527.0000,4628.0000,False
903.1990,11.1560,18.6144,0.0134,612.6980,5.4715,17.7304,0.0097,0.8841,0.0165,1904.0000,2517.0000,False
903.0479,10.8423,18.6146,0.0130,477.9558,3.4831,18.0000,0.0079,0.6146,0.0152,5173.0000,3109.0000,False
901.9203,121.7507,18.6160,0.1466,551.7977,70.2227,17.8441,0.1382,0.7719,0.2014,2526.0000,4564.0000,False
899.9811,10.8721,18.6183,0.0131,549.6369,3.9517,17.8483,0.0078,0.7700,0.0153,2380.0000,1354.0000,False
899.1429,10.7773,18.6193,0.0130,489.7481,3.5164,17.9736,0.0078,0.6458,0.0152,2091.0000,4731.0000,False
898.3776,117.9938,18.6203,0.1426,561.7623,71.1708,17.8246,0.1376,0.7956,0.1981,2526.0000,4551.0000,False
898.3151,11.2340,18.6203,0.0136,597.5668,4.5782,17.7575,0.0083,0.8628,0.0159,711.0000,1886.0000,False
896.1531,10.8424,18.6229,0.0131,543.1694,3.9572,17.8612,0.0079,0.7618,0.0153,1755.0000,384.0000,False
894.4320,10.7503,18.6250,0.0130,523.0111,3.7645,17.9022,0.0078,0.7228,0.0152,5304.0000,3888.0000,False
889.9643,10.7920,18.6305,0.0132,619.4017,4.4101,17.7186,0.0077,0.9119,0.0153,3055.0000,982.0000,False
888.2040,11.1047,18.6326,0.0136,614.8713,4.5263,17.7265,0.0080,0.9061,0.0158,3945.0000,415.0000,False
887.4964,10.6756,18.6335,0.0131,463.6588,3.3310,18.0330,0.0078,0.6005,0.0152,4990.0000,4682.0000,False
887.0821,10.9304,18.6340,0.0134,596.8060,4.4561,17.7589,0.0081,0.8751,0.0156,1225.0000,2620.0000,False
886.3816,10.8550,18.6348,0.0133,622.7927,5.0174,17.7126,0.0087,0.9222,0.0159,1906.0000,2665.0000,False
884.9098,119.6707,18.6367,0.1468,573.9568,73.8788,17.8013,0.1398,0.8354,0.2027,3342.0000,2177.0000,False
877.6218,10.7235,18.6456,0.0133,564.7450,4.1423,17.8189,0.0080,0.8268,0.0155,980.0000,2306.0000,False
