V_flux,V_flux_err,V_mag,V_mag_err,I_flux,I_flux_err,I_mag,I_mag_err,V_minus_I,color_err,X_pos,Y_pos,Main_Sequence
224.2564,2.7554,20.1270,0.0133,148.9195,1.2243,19.2661,0.0089,0.8609,0.0161,4188.0000,3530.0000,True
223.9063,2.7249,20.1287,0.0132,146.1713,1.0801,19.2863,0.0080,0.8424,0.0155,3343.0000,2678.0000,True
220.7627,2.6996,20.1441,0.0133,161.6011,1.2154,19.1774,0.0082,0.9667,0.0156,4844.0000,3603.0000,True
218.5402,2.6643,20.1551,0.0132,130.5429,0.9715,19.4091,0.0081,0.7460,0.0155,4215.0000,2714.0000,True
217.2126,2.6480,20.1617,0.0132,146.5392,1.1113,19.2836,0.0082,0.8781,0.0156,2853.0000,2947.0000,True
216.0656,2.6379,20.1674,0.0133,133.8307,1.0329,19.3821,0.0084,0.7853,0.0157,4881.0000,2351.0000,True
216.0421,2.6328,20.1676,0.0132,134.7947,1.0095,19.3743,0.0081,0.7932,0.0155,2400.0000,1798.0000,True
213.9653,2.6049,20.1780,0.0132,157.8009,1.1589,19.2032,0.0080,0.9748,0.0154,4337.0000,5216.0000,True
211.7484,2.5790,20.1893,0.0132,192.5333,1.4066,18.9872,0.0079,1.2021,0.0154,4180.0000,3278.0000,False
209.9597,2.9443,20.1986,0.0152,117.2137,1.0404,19.5261,0.0096,0.6725,0.0180,1254.0000,479.0000,False
209.7633,2.6128,20.1996,0.0135,133.8782,1.0188,19.3817,0.0083,0.8179,0.0158,2389.0000,5055.0000,True
208.9767,2.5445,20.2037,0.0132,145.2403,1.0655,19.2933,0.0080,0.9104,0.0154,4790.0000,3963.0000,True
208.8348,2.5495,20.2044,0.0133,137.5911,1.0293,19.3520,0.0081,0.8524,0.0155,5146.0000,2780.0000,True
207.9528,2.5404,20.2090,0.0133,147.8742,1.1009,19.2738,0.0081,0.9352,0.0155,3813.0000,3542.0000,True
206.7862,2.5168,20.2151,0.0132,140.4534,1.0419,19.3297,0.0081,0.8854,0.0155,3618.0000,4610.0000,True
205.8603,2.5139,20.2200,0.0133,145.2340,1.0733,19.2933,0.0080,0.9266,0.0155,2753.0000,4385.0000,True
205.1369,2.5023,20.2238,0.0132,139.5744,1.6519,19.3365,0.0128,0.8873,0.0185,2460.0000,893.0000,True
204.6420,2.4943,20.2264,0.0132,128.5964,0.9616,19.4254,0.0081,0.8010,0.0155,2760.0000,2863.0000,True
203.8934,2.5263,20.2304,0.0135,153.7977,1.1267,19.2311,0.0080,0.9993,0.0156,3714.0000,3561.0000,True
201.6418,2.4573,20.2424,0.0132,137.8274,1.0203,19.3502,0.0080,0.8923,0.0155,5045.0000,4425.0000,True
201.1796,2.4534,20.2449,0.0132,142.9503,1.0527,19.3105,0.0080,0.9344,0.0155,4174.0000,2056.0000,True
201.0550,2.4590,20.2456,0.0133,110.1166,0.8263,19.5939,0.0081,0.6517,0.0156,2457.0000,387.0000,False
200.8433,2.4643,20.2468,0.0133,132.0241,0.9876,19.3969,0.0081,0.8499,0.0156,4757.0000,1850.0000,True
200.4924,2.4915,20.2487,0.0135,116.5030,0.8732,19.5327,0.0081,0.7160,0.0158,2192.0000,5359.0000,False
200.4286,2.4489,20.2490,0.0133,128.1086,1.0373,19.4296,0.0088,0.8194,0.0159,2774.0000,830.0000,True
197.1201,2.5698,20.2671,0.0142,135.6854,1.0022,19.3672,0.0080,0.8999,0.0163,1919.0000,1312.0000,True
197.0680,2.4033,20.2674,0.0132,128.5121,0.9567,19.4261,0.0081,0.8412,0.0155,3036.0000,2433.0000,True
196.4004,2.4008,20.2710,0.0133,133.5999,1.0014,19.3840,0.0081,0.8871,0.0156,4905.0000,2756.0000,True
194.3894,2.4948,20.2822,0.0139,144.3053,1.1569,19.3003,0.0087,0.9819,0.0164,5000.0000,4698.0000,True
193.5994,2.3648,20.2866,0.0133,132.8547,0.9849,19.3901,0.0080,0.8966,0.0155,2404.0000,1871.0000,True
193.2346,2.3554,20.2887,0.0132,132.1982,0.9800,19.3954,0.0080,0.8933,0.0155,4083.0000,4803.0000,True
192.6361,2.3470,20.2921,0.0132,126.3284,0.9409,19.4447,0.0081,0.8473,0.0155,4360.0000,5363.0000,True
192.5312,2.3690,20.2926,0.0134,138.6569,1.0299,19.3436,0.0081,0.9490,0.0156,1319.0000,1765.0000,True
192.3300,2.3558,20.2938,0.0133,131.8167,0.9934,19.3986,0.0082,0.8952,0.0156,3569.0000,4935.0000,True
190.8847,2.3444,20.3020,0.0133,141.8950,1.0465,19.3186,0.0080,0.9834,0.0156,3349.0000,5400.0000,True
190.8269,2.3491,20.3023,0.0134,128.9209,0.9823,19.4227,0.0083,0.8796,0.0157,4878.0000,2678.0000,True
190.4419,2.3398,20.3045,0.0133,164.3078,1.2131,19.1594,0.0080,1.1451,0.0156,5083.0000,3925.0000,False
190.4357,2.3317,20.3045,0.0133,127.6634,0.9537,19.4333,0.0081,0.8712,0.0156,3815.0000,3037.0000,True
189.0189,2.3240,20.3126,0.0133,131.6173,0.9847,19.4002,0.0081,0.9124,0.0156,1133.0000,811.0000,True
188.2903,2.2981,20.3168,0.0133,106.6386,0.8023,19.6287,0.0082,0.6881,0.0156,1942.0000,3817.0000,False
186.7924,2.2826,20.3255,0.0133,131.9933,0.9808,19.3971,0.0081,0.9284,0.0155,3914.0000,3235.0000,True
186.7405,2.2795,20.3258,0.0133,136.9731,1.0062,19.3569,0.0080,0.9689,0.0155,2135.0000,2226.0000,True
186.7158,2.2798,20.3259,0.0133,132.8260,0.9854,19.3903,0.0081,0.9357,0.0155,2734.0000,3856.0000,True
186.5671,2.2799,20.3268,0.0133,120.4940,0.9408,19.4961,0.0085,0.8307,0.0157,4489.0000,2097.0000,True
186.3516,2.2801,20.3281,0.0133,209.5203,1.5479,18.8954,0.0080,1.4326,0.0155,1048.0000,1805.0000,False
185.5024,2.2745,20.3330,0.0133,133.3759,0.9976,19.3858,0.0081,0.9472,0.0156,5205.0000,2352.0000,True
185.4099,2.2698,20.3336,0.0133,139.3059,1.0402,19.3386,0.0081,0.9950,0.0156,3390.0000,5459.0000,True
183.4692,2.2564,20.3450,0.0134,122.6587,0.9379,19.4768,0.0083,0.8682,0.0157,3818.0000,1106.0000,True
181.4538,2.2215,20.3570,0.0133,121.8049,0.9079,19.4843,0.0081,0.8726,0.0156,2073.0000,1951.0000,True
180.9795,2.2119,20.3598,0.0133,142.1590,1.0421,19.3166,0.0080,1.0433,0.0155,3569.0000,2300.0000,True
180.1761,2.2080,20.3647,0.0133,130.9550,1.0204,19.4057,0.0085,0.9590,0.0158,4526.0000,3297.0000,True
180.1228,2.3619,20.3650,0.0142,100.9879,0.7556,19.6878,0.0081,0.6772,0.0164,938.0000,2305.0000,False
180.0255,2.2107,20.3656,0.0133,119.5169,2.1155,19.5049,0.0192,0.8606,0.0234,333.0000,2313.0000,True
179.7817,2.1980,20.3670,0.0133,124.6625,0.9263,19.4592,0.0081,0.9079,0.0155,1800.0000,1665.0000,True
179.0732,2.1926,20.3713,0.0133,111.0615,0.8309,19.5846,0.0081,0.7867,0.0156,3304.0000,2042.0000,True
178.6118,2.1817,20.3741,0.0133,117.2457,0.8753,19.5258,0.0081,0.8484,0.0155,2495.0000,2903.0000,True
178.1172,2.1802,20.3771,0.0133,131.3050,0.9786,19.4028,0.0081,0.9743,0.0156,4227.0000,2400.0000,True
177.7233,2.1910,20.3795,0.0134,119.2728,0.9102,19.5071,0.0083,0.8724,0.0157,3175.0000,1027.0000,True
177.5350,2.2435,20.3807,0.0137,112.3068,0.8419,19.5725,0.0081,0.8082,0.0160,1660.0000,742.0000,True
177.3232,2.1899,20.3820,0.0134,124.9833,1.0314,19.4564,0.0090,0.9256,0.0161,904.0000,2173.0000,True
177.1361,2.1667,20.3831,0.0133,128.1330,0.9477,19.4293,0.0080,0.9538,0.0155,5164.0000,3733.0000,True
177.1072,2.1680,20.3833,0.0133,135.0946,1.0059,19.3719,0.0081,1.0114,0.0156,3976.0000,3500.0000,True
175.6064,2.4454,20.3925,0.0151,128.9480,0.9973,19.4225,0.0084,0.9701,0.0173,772.0000,823.0000,True
174.8789,2.1386,20.3971,0.0133,155.1245,1.1505,19.2218,0.0081,1.1753,0.0155,2805.0000,2063.0000,False
173.9675,2.6748,20.4027,0.0167,117.7457,0.8774,19.5211,0.0081,0.8816,0.0186,3704.0000,4926.0000,True
173.3978,2.1177,20.4063,0.0133,113.2116,0.8614,19.5638,0.0083,0.8425,0.0156,4790.0000,5473.0000,True
173.2875,2.1196,20.4070,0.0133,118.7684,0.8871,19.5117,0.0081,0.8952,0.0156,2391.0000,2502.0000,True
173.0845,2.1406,20.4083,0.0134,122.6251,0.9411,19.4771,0.0083,0.9312,0.0158,1105.0000,3035.0000,True
172.1029,6.7625,20.4144,0.0427,128.9261,5.0253,19.4226,0.0423,0.9918,0.0601,782.0000,2336.0000,True
171.0611,2.4949,20.4210,0.0158,123.8404,0.9691,19.4663,0.0085,0.9547,0.0180,3331.0000,5137.0000,True
170.6443,2.0901,20.4237,0.0133,122.0044,0.9093,19.4826,0.0081,0.9411,0.0156,3559.0000,4213.0000,True
170.4798,2.1191,20.4247,0.0135,120.7700,0.9242,19.4936,0.0083,0.9311,0.0158,985.0000,2972.0000,True
170.2254,2.1166,20.4263,0.0135,115.8000,0.8714,19.5392,0.0082,0.8871,0.0158,3157.0000,4850.0000,True
169.9605,2.0824,20.4280,0.0133,103.5496,0.7782,19.6606,0.0082,0.7674,0.0156,4212.0000,1641.0000,True
169.1056,2.1731,20.4335,0.0140,119.6151,0.8950,19.5040,0.0081,0.9295,0.0161,3535.0000,4442.0000,True
169.0938,2.0713,20.4336,0.0133,125.3288,0.9283,19.4534,0.0080,0.9802,0.0155,3017.0000,3856.0000,True
168.6379,2.0700,20.4365,0.0133,122.8967,0.9464,19.4746,0.0084,0.9619,0.0157,5104.0000,1999.0000,True
168.0992,2.7812,20.4400,0.0180,119.0590,0.9069,19.5091,0.0083,0.9309,0.0198,2296.0000,806.0000,True
167.3942,2.0498,20.4445,0.0133,136.9457,1.0097,19.3571,0.0080,1.0874,0.0155,1579.0000,2055.0000,False
165.8198,2.0269,20.4548,0.0133,94.9051,0.7122,19.7553,0.0081,0.6995,0.0156,4868.0000,4529.0000,False
164.8911,2.0500,20.4609,0.0135,101.0091,0.8338,19.6876,0.0090,0.7733,0.0162,1801.0000,629.0000,True
162.8944,2.0242,20.4741,0.0135,112.8226,0.8492,19.5675,0.0082,0.9066,0.0158,1275.0000,1703.0000,True
162.6940,1.9998,20.4755,0.0133,132.4672,0.9922,19.3932,0.0081,1.0822,0.0156,5054.0000,3139.0000,True
162.5525,1.9892,20.4764,0.0133,110.0636,0.8252,19.5944,0.0081,0.8820,0.0156,1955.0000,2450.0000,True
159.5568,1.9528,20.4966,0.0133,108.7569,0.8248,19.6074,0.0082,0.8893,0.0156,4096.0000,5377.0000,True
159.0671,1.9469,20.4999,0.0133,107.9126,0.8605,19.6158,0.0087,0.8841,0.0159,4394.0000,5107.0000,True
157.9898,1.9425,20.5073,0.0133,171.4674,1.2667,19.1130,0.0080,1.3943,0.0156,3550.0000,3108.0000,False
157.6761,1.9632,20.5095,0.0135,118.0215,0.8904,19.5186,0.0082,0.9909,0.0158,3617.0000,3801.0000,True
156.1099,1.9219,20.5203,0.0134,121.3538,0.9026,19.4884,0.0081,1.0320,0.0156,3827.0000,2451.0000,True
153.3319,1.8944,20.5398,0.0134,73.3566,0.6278,20.0349,0.0093,0.5049,0.0163,2295.0000,454.0000,False
152.9518,1.9166,20.5425,0.0136,107.7824,0.9295,19.6171,0.0094,0.9254,0.0165,1784.0000,320.0000,True
151.1460,1.8916,20.5554,0.0136,105.6519,0.7909,19.6388,0.0081,0.9166,0.0158,1307.0000,1466.0000,True
149.9223,1.8395,20.5642,0.0133,110.6194,0.8298,19.5889,0.0081,0.9753,0.0156,3087.0000,3511.0000,True
149.4020,2.4774,20.5680,0.0180,94.9302,0.8405,19.7550,0.0096,0.8130,0.0204,565.0000,819.0000,True
148.3535,1.8270,20.5757,0.0134,111.1373,0.8340,19.5839,0.0081,0.9918,0.0157,4113.0000,1937.0000,True
147.4667,1.8846,20.5822,0.0139,110.6158,0.8264,19.5890,0.0081,0.9932,0.0161,4445.0000,2679.0000,True
146.6145,16.7281,20.5885,0.1239,109.3047,11.0343,19.6019,0.1096,0.9866,0.1654,3062.0000,4062.0000,True
146.6012,1.8028,20.5886,0.0134,97.8931,1.3934,19.7216,0.0155,0.8669,0.0204,3226.0000,5154.0000,True
145.9524,1.7934,20.5934,0.0133,105.0750,0.7912,19.6448,0.0082,0.9486,0.0156,1543.0000,4002.0000,True
145.5235,1.7996,20.5966,0.0134,106.7154,1.0962,19.6279,0.0112,0.9686,0.0175,487.0000,1238.0000,True
144.9349,1.7831,20.6010,0.0134,245.7433,1.7912,18.7223,0.0079,1.8787,0.0155,3518.0000,4948.0000,False
144.6410,1.7755,20.6032,0.0133,107.9522,0.8060,19.6154,0.0081,0.9878,0.0156,2317.0000,2342.0000,True
143.7135,1.8145,20.6102,0.0137,99.0066,0.7551,19.7093,0.0083,0.9008,0.0160,3233.0000,4889.0000,True
142.9708,1.7858,20.6158,0.0136,114.6032,0.8796,19.5505,0.0083,1.0653,0.0159,5242.0000,4257.0000,True
142.2539,1.7517,20.6212,0.0134,97.5245,0.7747,19.7257,0.0086,0.8955,0.0159,4666.0000,2115.0000,True
141.2350,1.7896,20.6290,0.0138,104.3835,0.7912,19.6519,0.0082,0.9771,0.0160,3799.0000,981.0000,True
141.1822,1.7356,20.6294,0.0133,100.9429,0.7572,19.6883,0.0081,0.9411,0.0156,2409.0000,1545.0000,True
140.3611,1.7262,20.6358,0.0134,107.6498,0.8101,19.6185,0.0082,1.0173,0.0157,3051.0000,2709.0000,True
138.0128,1.7012,20.6541,0.0134,109.0802,0.8157,19.6041,0.0081,1.0500,0.0157,4098.0000,1910.0000,True
136.4310,1.6887,20.6666,0.0134,103.5089,0.7845,19.6611,0.0082,1.0056,0.0158,4085.0000,4620.0000,True
134.9229,1.6611,20.6787,0.0134,103.6320,0.7811,19.6598,0.0082,1.0189,0.0157,1679.0000,4889.0000,True
134.7864,1.6580,20.6798,0.0134,97.8103,0.7883,19.7225,0.0088,0.9572,0.0160,2472.0000,5230.0000,True
133.7467,1.6503,20.6882,0.0134,98.9377,0.7460,19.7101,0.0082,0.9781,0.0157,5228.0000,1713.0000,True
132.0579,1.6325,20.7020,0.0134,99.9332,0.7506,19.6992,0.0082,1.0028,0.0157,4016.0000,1533.0000,True
130.3409,1.6094,20.7162,0.0134,89.1604,0.6863,19.8231,0.0084,0.8931,0.0158,3717.0000,1532.0000,True
130.2288,1.6076,20.7171,0.0134,102.3348,0.7722,19.6734,0.0082,1.0437,0.0157,5227.0000,4464.0000,True
128.7483,1.5898,20.7295,0.0134,99.3974,0.7535,19.7051,0.0082,1.0245,0.0157,3999.0000,2930.0000,True
128.1871,1.5825,20.7343,0.0134,103.3833,0.7784,19.6624,0.0082,1.0719,0.0157,2765.0000,4042.0000,True
127.6867,1.5730,20.7385,0.0134,108.7037,0.8081,19.6079,0.0081,1.1306,0.0156,4199.0000,5453.0000,True
126.3767,1.5647,20.7497,0.0134,107.1947,0.8413,19.6231,0.0085,1.1267,0.0159,4552.0000,3365.0000,True
125.5804,1.9399,20.7566,0.0168,100.0634,0.8098,19.6978,0.0088,1.0588,0.0189,4507.0000,2464.0000,True
125.5602,1.5479,20.7568,0.0134,98.4118,0.7874,19.7159,0.0087,1.0409,0.0160,2187.0000,2285.0000,True
124.7349,1.5425,20.7639,0.0134,87.8960,0.6741,19.8386,0.0083,0.9254,0.0158,3696.0000,1845.0000,True
124.1426,1.5319,20.7691,0.0134,103.1917,0.7709,19.6644,0.0081,1.1047,0.0157,2054.0000,3768.0000,True
124.0056,1.5599,20.7703,0.0137,109.1945,0.8166,19.6030,0.0081,1.1673,0.0159,5113.0000,3982.0000,True
123.0327,1.5288,20.7788,0.0135,115.7757,1.2589,19.5395,0.0118,1.2394,0.0179,5026.0000,3851.0000,False
121.7154,1.5018,20.7905,0.0134,91.3500,0.7050,19.7967,0.0084,0.9938,0.0158,4051.0000,4466.0000,True
119.8123,1.4884,20.8076,0.0135,84.7535,0.6495,19.8781,0.0083,0.9295,0.0158,2576.0000,865.0000,True
119.6268,1.4864,20.8093,0.0135,92.4044,0.7031,19.7843,0.0083,1.0251,0.0158,1856.0000,5015.0000,True
118.8736,1.4719,20.8162,0.0134,89.8127,0.7241,19.8152,0.0088,1.0010,0.0160,2467.0000,3553.0000,True
118.1412,1.4658,20.8229,0.0135,90.9698,0.7792,19.8013,0.0093,1.0216,0.0164,1186.0000,2508.0000,True
117.4907,1.4539,20.8289,0.0134,89.2228,0.6747,19.8223,0.0082,1.0066,0.0157,2406.0000,1482.0000,True
116.2237,1.4386,20.8407,0.0134,93.0633,0.7064,19.7766,0.0082,1.0641,0.0158,2271.0000,1562.0000,True
115.7333,1.4418,20.8453,0.0135,85.9495,0.6838,19.8629,0.0086,0.9824,0.0160,4844.0000,4474.0000,True
115.7083,1.4303,20.8455,0.0134,83.1272,0.6351,19.8991,0.0083,0.9463,0.0158,1470.0000,4537.0000,True
114.8088,1.4291,20.8540,0.0135,108.7216,0.8482,19.6077,0.0085,1.2463,0.0160,4405.0000,3570.0000,False
113.2225,1.4001,20.8691,0.0134,66.9310,0.5170,20.1344,0.0084,0.7346,0.0158,1969.0000,3060.0000,False
112.0469,1.3901,20.8804,0.0135,108.5922,0.8241,19.6090,0.0082,1.2714,0.0158,2058.0000,4196.0000,False
111.6315,1.4169,20.8844,0.0138,61.0557,0.5383,20.2342,0.0096,0.6502,0.0168,3980.0000,1372.0000,False
111.5750,1.4033,20.8850,0.0137,90.5479,0.7409,19.8063,0.0089,1.0787,0.0163,206.0000,3452.0000,True
111.3077,1.4236,20.8876,0.0139,87.7731,0.7100,19.8401,0.0088,1.0475,0.0164,5047.0000,1774.0000,True
111.0861,1.3809,20.8898,0.0135,114.7967,0.8628,19.5487,0.0082,1.3411,0.0158,2888.0000,1936.0000,False
109.4331,1.4392,20.9060,0.0143,96.6544,0.7395,19.7354,0.0083,1.1706,0.0165,4836.0000,5588.0000,True
109.2032,1.3677,20.9083,0.0136,78.7151,0.6198,19.9584,0.0085,0.9500,0.0161,1603.0000,4689.0000,True
108.3738,9.6523,20.9166,0.0967,85.9476,7.0512,19.8629,0.0891,1.0537,0.1315,789.0000,2341.0000,True
108.2757,1.4718,20.9176,0.0148,96.6638,0.8404,19.7353,0.0094,1.1822,0.0175,3798.0000,5322.0000,True
108.2213,1.3419,20.9181,0.0135,107.5146,0.8247,19.6198,0.0083,1.2983,0.0158,1898.0000,4879.0000,False
107.8556,1.3482,20.9218,0.0136,84.6083,0.7542,19.8800,0.0097,1.0418,0.0167,4366.0000,4334.0000,True
107.7945,1.3377,20.9224,0.0135,55.4806,0.4403,20.3381,0.0086,0.5843,0.0160,1633.0000,1417.0000,False
106.8183,1.5726,20.9323,0.0160,77.3336,2.2510,19.9776,0.0316,0.9547,0.0354,4104.0000,1323.0000,True
105.8546,1.3156,20.9421,0.0135,116.0389,0.8941,19.5370,0.0084,1.4051,0.0159,5112.0000,1746.0000,False
105.7925,1.3194,20.9428,0.0135,89.9575,0.8308,19.8134,0.0100,1.1294,0.0168,5016.0000,5140.0000,True
105.4960,3.1246,20.9458,0.0322,80.9008,0.7507,19.9286,0.0101,1.0172,0.0337,5339.0000,3606.0000,True
104.7533,1.3790,20.9535,0.0143,74.7847,0.6469,20.0140,0.0094,0.9395,0.0171,4221.0000,1667.0000,True
104.4460,1.2997,20.9567,0.0135,83.0124,0.6311,19.9006,0.0083,1.0560,0.0158,3463.0000,1679.0000,True
103.5453,1.2867,20.9661,0.0135,95.4363,0.7979,19.7492,0.0091,1.2169,0.0163,3569.0000,4850.0000,True
103.4637,1.2901,20.9669,0.0135,97.0076,0.7268,19.7315,0.0081,1.2354,0.0158,4873.0000,2907.0000,False
103.1827,1.3176,20.9699,0.0139,79.0230,0.8944,19.9541,0.0123,1.0158,0.0185,3263.0000,1106.0000,True
103.0951,1.2829,20.9708,0.0135,83.0062,0.6339,19.9007,0.0083,1.0701,0.0159,4557.0000,2620.0000,True
103.0426,1.8040,20.9714,0.0190,84.2347,0.7200,19.8848,0.0093,1.0866,0.0212,4639.0000,4168.0000,True
100.9868,1.2545,20.9932,0.0135,93.8492,0.7100,19.7674,0.0082,1.2258,0.0158,2431.0000,3073.0000,True
100.3158,1.2492,21.0005,0.0135,87.9121,0.6666,19.8384,0.0082,1.1621,0.0158,3176.0000,3036.0000,True
99.9246,1.2502,21.0047,0.0136,73.1801,0.5813,20.0375,0.0086,0.9672,0.0161,1358.0000,3200.0000,True
99.8014,1.2516,21.0061,0.0136,73.3436,0.5728,20.0351,0.0085,0.9710,0.0160,3512.0000,1241.0000,True
99.4278,1.2631,21.0101,0.0138,81.9204,0.6577,19.9150,0.0087,1.0951,0.0163,3755.0000,5153.0000,True
99.3613,2.9280,21.0109,0.0320,81.9362,3.2015,19.9148,0.0424,1.0960,0.0531,1998.0000,3180.0000,True
97.1717,1.2705,21.0351,0.0142,74.4489,0.6119,20.0189,0.0089,1.0162,0.0168,4755.0000,5138.0000,True
96.3706,1.2022,21.0440,0.0135,76.3489,0.5869,19.9915,0.0083,1.0525,0.0159,3079.0000,1786.0000,True
96.2575,1.1994,21.0453,0.0135,89.7858,0.6874,19.8155,0.0083,1.2298,0.0159,1808.0000,3145.0000,True
95.8780,1.1954,21.0496,0.0135,62.1097,0.4854,20.2156,0.0085,0.8340,0.0160,1792.0000,3045.0000,False
95.4576,1.1902,21.0544,0.0135,72.6268,0.7989,20.0458,0.0119,1.0086,0.0181,5153.0000,4034.0000,True
94.9137,1.1839,21.0606,0.0135,97.1842,1.8802,19.7295,0.0210,1.3311,0.0250,4844.0000,2179.0000,False
94.8746,1.3507,21.0610,0.0155,64.1858,0.4990,20.1799,0.0084,0.8811,0.0176,432.0000,2026.0000,False
94.4915,1.3686,21.0654,0.0157,75.7872,0.9907,19.9995,0.0142,1.0659,0.0212,4701.0000,1758.0000,True
94.3183,1.1825,21.0674,0.0136,80.4284,0.6197,19.9350,0.0084,1.1324,0.0160,2391.0000,4005.0000,True
93.4080,1.1679,21.0779,0.0136,76.1426,0.5954,19.9944,0.0085,1.0835,0.0160,4399.0000,2023.0000,True
93.2461,1.1853,21.0798,0.0138,53.7512,0.4254,20.3725,0.0086,0.7073,0.0163,2650.0000,4783.0000,False
91.3304,1.1406,21.1024,0.0136,70.5994,0.5498,20.0765,0.0085,1.0259,0.0160,1669.0000,1518.0000,True
90.6504,1.3395,21.1105,0.0160,81.5180,0.7804,19.9204,0.0104,1.1901,0.0191,4296.0000,5085.0000,True
90.5524,1.1791,21.1117,0.0141,80.0305,2.1442,19.9404,0.0291,1.1713,0.0323,895.0000,1364.0000,True
89.7830,1.1212,21.1209,0.0136,80.1664,0.6200,19.9385,0.0084,1.1824,0.0159,3549.0000,5209.0000,True
89.5227,1.1215,21.1241,0.0136,69.5522,0.5565,20.0927,0.0087,1.0313,0.0161,1732.0000,5268.0000,True
89.3417,1.1190,21.1263,0.0136,68.5515,0.5386,20.1085,0.0085,1.0178,0.0161,5140.0000,2998.0000,True
89.1213,1.1177,21.1289,0.0136,74.0210,0.6801,20.0251,0.0100,1.1038,0.0169,2924.0000,1257.0000,True
89.0859,1.1121,21.1294,0.0136,68.6618,0.5358,20.1067,0.0085,1.0227,0.0160,4092.0000,4984.0000,True
88.6359,1.2263,21.1349,0.0150,77.3502,0.7949,19.9773,0.0112,1.1575,0.0187,5229.0000,1981.0000,True
87.5788,1.1311,21.1479,0.0140,75.8936,1.5083,19.9980,0.0216,1.1499,0.0257,4246.0000,3839.0000,True
87.5337,1.5530,21.1485,0.0193,71.8919,0.5611,20.0568,0.0085,1.0917,0.0210,2924.0000,318.0000,True
86.7385,1.0850,21.1584,0.0136,89.1731,0.6760,19.8229,0.0082,1.3355,0.0159,3307.0000,4095.0000,False
85.9208,1.0781,21.1687,0.0136,69.0512,0.6065,20.1006,0.0095,1.0681,0.0166,4725.0000,2280.0000,True
85.8028,1.0823,21.1701,0.0137,79.6345,0.6137,19.9457,0.0084,1.2244,0.0160,4965.0000,2993.0000,True
84.7216,1.1494,21.1839,0.0147,78.7948,0.6339,19.9573,0.0087,1.2267,0.0171,186.0000,3888.0000,True
